hint,code
0.03,A-ST-mgmi
0.04,A-ST-mgms
0.05,A-ST-mgmy
0.06,A-ST-xgm-mgn
0.07,A-ST-xgmp-mgn
0.08,A-ST-xgmp-mwa
0.09,A-ST-xmgn-gm
0.1,A-ST-gp
0.11,A-ST-gpi
0.12,A-ST-ggl
0.13,A-ST-gm
0.14,A-ST-gmp
0.15,A-ST-gmaf
0.16,A-ST-gmap
0.17,A-ST-gmb
0.18,A-ST-gml
0.19,A-ST-gmly
0.2,A-ST-gmpi
0.21,A-ST-gnd
0.22,A-ST-xmog-gi
0.23,A-ST-od
0.24,A-ST-ogl
0.25,A-ST-og
0.26,A-STbs-gmp
0.27,A-STR-xo-a
0.28,A-STmg-gme
0.29,A-STwo-gm
0.3,A-STpo-gm
0.31,A-STki-gmp
0.32,A-STch-mgm
0.33,A-STsa-gm
0.34,A-STug-gmp
0.35,A-STpr-gmp
0.36,A-STbe-gm
0.37,A-STmr-gg
0.38,A-STP-g
0.39,A-STab-mgm
0.4,A-STel-gmp
0.41,A-STcn-gmm
0.42,A-STew-gm
0.43,A-STic-gm
0.44,A-STpi-gmp
0.45,A-STyn-gg
0.46,A-STI-ggh
0.47,A-STL-xo-a
0.0,A-SSc-ci
0.01,A-SSc-sx
0.02,A-SSc-sh
0.03,A-SSc-fr
0.04,A-SSc-fa
0.05,A-SSc-sop
0.06,A-SSc-ccb
0.07,A-SSc-fntt
0.08,A-SSc-fnx
0.09,A-SSc-fd
0.1,A-SSc-fn
0.11,A-SSc-fat
0.12,A-SSc-mfr
0.13,A-SSc-mfs
0.0,A-NUq-ml
0.01,A-NUq-mt
0.02,A-NUq-mx
0.0,A-TApe-jmgn-mw
0.01,A-TApe-xmgtn-gp
0.02,A-TApe-xmgtn-mggb
0.03,A-TApe-jmgtn-mwa
0.0,A-EHco-g
0.01,A-EHco-gtli
0.02,A-EHco-gtly
0.0,A-WAa-mdq
0.01,A-WAa-ml
0.02,A-WAa-mly
0.03,A-WAa-mtq
0.04,A-WAa-mc
0.05,A-WAa-xmwa-g
0.06,A-WAa-mwa
0.07,A-WAa-mwsc
0.08,A-WAa-mod
0.09,A-WAa-mb
0.1,A-WAa-mbas
0.11,A-WAa-mbbq
0.12,A-WAa-mbbs
0.13,A-WAa-mbk
0.14,A-WAa-mbm
0.15,A-WAa-mbmq
0.16,A-WAa-mbms
0.17,A-WAa-xmbs-mus
0.18,A-WAa-mapt
0.19,A-WAa-mu
0.2,A-WAa-muq
0.21,A-WAa-mus
0.22,A-WAa-musk
0.23,A-WAa-musq
0.24,A-WAa-mutk
0.25,A-WAa-muts
0.26,A-WAa-sc
0.27,A-WAa-shz
0.28,A-WAa-stq
0.29,A-WAa-zc
0.3,A-WAa-cc
0.31,A-WAa-ccb
0.32,A-WAa-xc-mh
0.33,A-WAa-fnt
0.34,A-WAa-fntz
0.35,A-WAa-fr
0.36,A-WAa-od
0.37,A-WAa-bb
0.38,A-WAa-bbo
0.39,A-WAa-bk
0.4,A-WAa-bko
0.41,A-WAa-xbb-bk
0.42,A-WAa-ad
0.43,A-WAa-ap
0.44,A-WAa-ax
0.45,A-WAa-uk
0.0,A-WAp-mtq
0.01,A-WAp-mfs
0.02,A-WAp-mus
0.03,A-WAp-gmap
0.04,A-WAp-sl
0.05,A-WAp-stq
0.06,A-WAp-ccb
0.07,A-WAp-ci
0.08,A-WAp-cij
0.09,A-WAp-xfnv-od
0.1,A-WAp-fnc
0.11,A-WAp-fnck
0.12,A-WAp-fnp
0.13,A-WAp-fntt
0.14,A-WAp-fntz
0.15,A-WAp-fnv
0.16,A-WAp-fnx
0.17,A-WAp-fnxz
0.18,A-WAp-frp
0.19,A-WAp-frtt
0.0,A-KEe-jbb-g
0.01,A-KEe-jbk-g
0.02,A-KEe-xcc-ml
0.03,A-KEe-mc
0.04,A-KEe-md
0.05,A-KEe-mh
0.06,A-KEe-ml
0.07,A-KEe-xmtq-mus
0.08,A-KEe-mwsc
0.09,A-KEe-xmws-mus
0.1,A-KEe-mba
0.11,A-KEe-mbaq
0.12,A-KEe-mbbq
0.13,A-KEe-mbbz
0.14,A-KEe-mbk
0.15,A-KEe-mbm
0.16,A-KEe-mbmk
0.17,A-KEe-mbms
0.18,A-KEe-mbmz
0.19,A-KEe-mbq
0.2,A-KEe-xmbms-mbs
0.21,A-KEe-xmus-mbs
0.22,A-KEe-max
0.23,A-KEe-mukk
0.24,A-KEe-map
0.25,A-KEe-mapt
0.26,A-KEe-madt
0.27,A-KEe-mu
0.28,A-KEe-mudt
0.29,A-KEe-muks
0.3,A-KEe-muq
0.31,A-KEe-mutk
0.32,A-KEe-muts
0.33,A-KEe-musr
0.34,A-KEe-zc
0.35,A-KEe-cc
0.36,A-KEe-ccb
0.37,A-KEe-ccf
0.38,A-KEe-ci
0.39,A-KEe-sl
0.4,A-KEe-ss
0.41,A-KEe-st
0.42,A-KEe-stq
0.43,A-KEe-fnt
0.44,A-KEe-fnvt
0.45,A-KEe-fnx
0.46,A-KEe-ocl
0.47,A-KEe-od
0.48,A-KEe-oe
0.49,A-KEe-ogq
0.5,A-KEe-xbb-od
0.51,A-KEe-bb
0.52,A-KEe-bbo
0.53,A-KEe-bboz
0.54,A-KEe-bbvt
0.55,A-KEe-bk
0.56,A-KEe-uk
0.0,A-ST-mgia
0.01,A-ST-xmgi-mgg
0.02,A-ST-mgm
0.03,A-ST-mgmi
0.04,A-ST-mgms
0.05,A-ST-mgmy
0.06,A-ST-xgm-mgn
0.07,A-ST-xgmp-mgn
0.08,A-ST-xgmp-mwa
0.09,A-ST-xmgn-gm
0.1,A-ST-gp
0.11,A-ST-gpi
0.12,A-ST-ggl
0.13,A-ST-gm
0.14,A-ST-gmp
0.15,A-ST-gmaf
0.16,A-ST-gmap
0.17,A-ST-gmb
0.18,A-ST-gml
0.19,A-ST-gmly
0.2,A-ST-gmpi
0.21,A-ST-gnd
0.22,A-ST-xmog-gi
0.23,A-ST-od
0.24,A-ST-ogl
0.25,A-ST-og
0.26,A-STbs-gmp
0.27,A-STR-xo-a
0.28,A-STmg-gme
0.29,A-STwo-gm
0.3,A-STpo-gm
0.31,A-STki-gmp
0.32,A-STch-mgm
0.33,A-STsa-gm
0.34,A-STug-gmp
0.35,A-STpr-gmp
0.36,A-STbe-gm
0.37,A-STmr-gg
0.38,A-STP-g
0.39,A-STab-mgm
0.4,A-STel-gmp
0.41,A-STcn-gmm
0.42,A-STew-gm
0.43,A-STic-gm
0.44,A-STpi-gmp
0.45,A-STyn-gg
0.46,A-STI-ggh
0.47,A-STL-xo-a
0.0,A-SRcg-mjr
0.01,A-SRcg-gmal
0.02,A-SRcg-gmd
0.03,A-SRcg-gme
0.04,A-SRcg-gmp
0.05,A-SRcg-gmw
0.06,A-SRcg-xgmd-gp
0.0,A-CLow-mgi
0.01,A-CL-mgtn
0.02,A-CLho-gf
0.03,A-CLco-mgg
0.04,A-CLns-mgta
0.05,A-CL-gmap
0.06,A-CL-gml
0.07,A-CL-mgm
0.08,A-CLun-mgtn
0.09,A-CLmo-xmgm-mgg
0.1,A-CL-mgg
0.11,A-CL-mgna
0.12,A-CL-mgnu
0.13,A-CL-mgti
0.14,A-CL-jmgtn-mwa
0.15,A-CL-xmgti-mg
0.16,A-CL-xmgs-mwa
0.17,A-CL-gi
0.18,A-CL-gd
0.0,A-SOa-mfq
0.01,A-SOa-mfs
0.02,A-SOa-shz
0.03,A-SOap-ci
0.0,A-CDl-ccx
0.01,A-CDl-scp
0.02,A-CDl-sg
0.03,A-CDl-sh
0.04,A-CDl-sp
0.05,A-CDl-stq
0.06,A-CDl-sx
0.07,A-CDl-xsc-bbv
0.08,A-CDl-bbx
0.09,A-CDls-b
0.0,A-SSk-mb
0.01,A-SSk-mba
0.02,A-SSk-mbaq
0.03,A-SSk-mbb
0.04,A-SSk-mbk
0.05,A-SSk-mbs
0.06,A-SSk-mus
0.07,A-SSk-xmus-mtq
0.08,A-SSk-xmus-mbs
0.09,A-SSk-sh
0.1,A-SSk-sob
0.11,A-SSk-stq
0.12,A-SSk-sw
0.13,A-SSk-cc
0.14,A-SSk-ccb
0.15,A-SSk-ccf
0.16,A-SSk-fd
0.17,A-SSk-bb
0.18,A-SSk-bk
0.19,A-SSk-bnvt
0.2,A-SSk-xb-mbs
0.21,A-SSk-xb-mus
0.22,A-SSk-uk
0.23,A-SSk-xuk-bk
0.0,A-SOp-mi
0.01,A-SOp-cci
0.02,A-SOp-ci
0.03,A-SOp-sh
0.04,A-SOp-shz
0.05,A-SOp-fdw
0.0,A-CEta-mgt
0.01,A-CEst-gm
0.02,A-CEka-mggb
0.03,A-CE-gmh
0.04,A-CE-gth
0.05,A-CEwo-gmp
0.06,A-CE-mgm
0.07,A-CEkr-gg
0.08,A-CEgc-mgm
0.09,A-CEsf-mgg
0.1,A-CE-mgtn
0.11,A-CE-mgms
0.12,A-CE-mgmy
0.13,A-CE-xmgi-mgg
0.14,A-CE-xmgtn-mg
0.15,A-CE-xmg-mgn
0.16,A-CE-gpi
0.17,A-CEbu-gm
0.18,A-CE-gmm
0.19,A-CE-gtl
0.2,A-CE-jg-mw
0.0,A-CEta-mgt
0.01,A-CEst-gm
0.02,A-CEka-mggb
0.03,A-CE-gmh
0.04,A-CE-gth
0.05,A-CEwo-gmp
0.06,A-CE-mgm
0.07,A-CEkr-gg
0.08,A-CEgc-mgm
0.09,A-CEsf-mgg
0.1,A-CE-mgtn
0.11,A-CE-mgms
0.12,A-CE-mgmy
0.13,A-CE-xmgi-mgg
0.14,A-CE-xmgtn-mg
0.15,A-CE-xmg-mgn
0.16,A-CE-gpi
0.17,A-CEbu-gm
0.18,A-CE-gmm
0.19,A-CE-gtl
0.2,A-CE-jg-mw
0.0,A-SRco-gm
0.01,A-SRbo-gm
0.02,A-SRsh-gmp
0.03,A-SRcg-gm
0.04,A-SRgi-gmp
0.05,A-SRkb-gme
0.06,A-SRkd-gmv
0.07,A-SRmi-gmp
0.08,A-SRmn-gm
0.09,A-SRmy-gml
0.1,A-SRnu-gmp
0.11,A-SRpo-gmv
0.12,A-SRta-gmd
0.13,A-SRth-gmv
0.14,A-SRtt-gme
0.15,A-SR-gme
0.16,A-SR-gm
0.17,A-SR-gp
0.18,A-SR-gmv
0.19,A-SR-gnl
0.0,A-CEta-mgt
0.01,A-CEst-gm
0.02,A-CEka-mggb
0.03,A-CE-gmh
0.04,A-CE-gth
0.05,A-CEwo-gmp
0.06,A-CE-mgm
0.07,A-CEkr-gg
0.08,A-CEgc-mgm
0.09,A-CEsf-mgg
0.1,A-CE-mgtn
0.11,A-CE-mgms
0.12,A-CE-mgmy
0.13,A-CE-xmgi-mgg
0.14,A-CE-xmgtn-mg
0.15,A-CE-xmg-mgn
0.16,A-CE-gpi
0.17,A-CEbu-gm
0.18,A-CE-gmm
0.19,A-CE-gtl
0.2,A-CE-jg-mw
0.0,A-SSl-mtqm
0.01,A-SSl-mtqz
0.02,A-SSl-xmtq-mdn
0.03,A-SSl-mfq
0.04,A-SSl-sw
0.05,A-SSl-cc
0.06,A-SSl-fd
0.07,A-SSl-fr
0.0,A-STab-jmgm-mgn
0.01,A-STab-jmgm-mw
0.0,A-ST-mgia
0.01,A-ST-xmgi-mgg
0.02,A-ST-mgm
0.03,A-ST-mgmi
0.04,A-ST-mgms
0.05,A-ST-mgmy
0.06,A-ST-xgm-mgn
0.07,A-ST-xgmp-mgn
0.08,A-ST-xgmp-mwa
0.09,A-ST-xmgn-gm
0.1,A-ST-gp
0.11,A-ST-gpi
0.12,A-ST-ggl
0.13,A-ST-gm
0.14,A-ST-gmp
0.15,A-ST-gmaf
0.16,A-ST-gmap
0.17,A-ST-gmb
0.18,A-ST-gml
0.19,A-ST-gmly
0.2,A-ST-gmpi
0.21,A-ST-gnd
0.22,A-ST-xmog-gi
0.23,A-ST-od
0.24,A-ST-ogl
0.25,A-ST-og
0.26,A-STbs-gmp
0.27,A-STR-xo-a
0.28,A-STmg-gme
0.29,A-STwo-gm
0.3,A-STpo-gm
0.31,A-STki-gmp
0.32,A-STch-mgm
0.33,A-STsa-gm
0.34,A-STug-gmp
0.35,A-STpr-gmp
0.36,A-STbe-gm
0.37,A-STmr-gg
0.38,A-STP-g
0.39,A-STab-mgm
0.4,A-STel-gmp
0.41,A-STcn-gmm
0.42,A-STew-gm
0.43,A-STic-gm
0.44,A-STpi-gmp
0.45,A-STyn-gg
0.46,A-STI-ggh
0.47,A-STL-xo-a
0.0,A-ST-mgia
0.01,A-ST-xmgi-mgg
0.02,A-ST-mgm
0.03,A-ST-mgmi
0.04,A-ST-mgms
0.05,A-ST-mgmy
0.06,A-ST-xgm-mgn
0.07,A-ST-xgmp-mgn
0.08,A-ST-xgmp-mwa
0.09,A-ST-xmgn-gm
0.1,A-ST-gp
0.11,A-ST-gpi
0.12,A-ST-ggl
0.13,A-ST-gm
0.14,A-ST-gmp
0.15,A-ST-gmaf
0.16,A-ST-gmap
0.17,A-ST-gmb
0.18,A-ST-gml
0.19,A-ST-gmly
0.2,A-ST-gmpi
0.21,A-ST-gnd
0.22,A-ST-xmog-gi
0.23,A-ST-od
0.24,A-ST-ogl
0.25,A-ST-og
0.26,A-STbs-gmp
0.27,A-STR-xo-a
0.28,A-STmg-gme
0.29,A-STwo-gm
0.3,A-STpo-gm
0.31,A-STki-gmp
0.32,A-STch-mgm
0.33,A-STsa-gm
0.34,A-STug-gmp
0.35,A-STpr-gmp
0.36,A-STbe-gm
0.37,A-STmr-gg
0.38,A-STP-g
0.39,A-STab-mgm
0.4,A-STel-gmp
0.41,A-STcn-gmm
0.42,A-STew-gm
0.43,A-STic-gm
0.44,A-STpi-gmp
0.45,A-STyn-gg
0.46,A-STI-ggh
0.47,A-STL-xo-a
0.0,A-ST-mgia
0.01,A-ST-xmgi-mgg
0.02,A-ST-mgm
0.03,A-ST-mgmi
0.04,A-ST-mgms
0.05,A-ST-mgmy
0.06,A-ST-xgm-mgn
0.07,A-ST-xgmp-mgn
0.08,A-ST-xgmp-mwa
0.09,A-ST-xmgn-gm
0.1,A-ST-gp
0.11,A-ST-gpi
0.12,A-ST-ggl
0.13,A-ST-gm
0.14,A-ST-gmp
0.15,A-ST-gmaf
0.16,A-ST-gmap
0.17,A-ST-gmb
0.18,A-ST-gml
0.19,A-ST-gmly
0.2,A-ST-gmpi
0.21,A-ST-gnd
0.22,A-ST-xmog-gi
0.23,A-ST-od
0.24,A-ST-ogl
0.25,A-ST-og
0.26,A-STbs-gmp
0.27,A-STR-xo-a
0.28,A-STmg-gme
0.29,A-STwo-gm
0.3,A-STpo-gm
0.31,A-STki-gmp
0.32,A-STch-mgm
0.33,A-STsa-gm
0.34,A-STug-gmp
0.35,A-STpr-gmp
0.36,A-STbe-gm
0.37,A-STmr-gg
0.38,A-STP-g
0.39,A-STab-mgm
0.4,A-STel-gmp
0.41,A-STcn-gmm
0.42,A-STew-gm
0.43,A-STic-gm
0.44,A-STpi-gmp
0.45,A-STyn-gg
0.46,A-STI-ggh
0.47,A-STL-xo-a
0,Pilbara craton greenstones
0,Collier Group  Depositional package 5
0,Edmund Group  Depositional package 2
0,Collier Group  Depositional package 6
0.0,P_-SKq-stq
0,Edmund Group  Depositional package 3
0.0,P_-DUtl-mgi
0.01,P_-DU-mgm
0.02,P_-DU-mgmb
0.03,P_-DU-mgml
0.04,P_-DU-mgms
0.05,P_-DU-mgmt
0.06,P_-DU-mgn
0.07,P_-DU-mgnw
0.08,P_-DU-mgrl
0.09,P_-DU-mog
0.1,P_-DU-mu
0.11,P_-DUdi-grpv
0.12,P_-DUdn-gmp
0.13,P_-DUpi-gmw
0.14,P_-DUyn-gmv
0.15,P_-DU-ggb
0.16,P_-DU-ggp
0.17,P_-DU-ggvs
0.18,P_-DU-gmb
0.19,P_-DU-gmp
0.2,P_-DU-gmpb
0.21,P_-DU-gmv
0.22,P_-DU-gpt
0.23,P_-DU-gmbi
0.0,P_-WYj-b
0.01,P_-WYd-kd
0.02,P_-WYm-sp
0.0,A-FOk-b
0.01,A-FOo-bbo
0.0,A-FOm-b
0.01,A-FOu-bbo
0.02,A-FOt-xb-k
0.03,A-FOe-xs-b
0.04,A-FOp-bs
0.0,A-FOb-sc
0.01,A-FOb-sg
0.02,A-FOb-sh
0.03,A-FOb-sp
0.04,A-FOb-sr
0.0,A-SRco-gm
0.01,A-SRbo-gm
0.02,A-SRsh-gmp
0.03,A-SRcg-gm
0.04,A-SRgi-gmp
0.05,A-SRkb-gme
0.06,A-SRkd-gmv
0.07,A-SRmi-gmp
0.08,A-SRmn-gm
0.09,A-SRmy-gml
0.1,A-SRnu-gmp
0.11,A-SRpo-gmv
0.12,A-SRta-gmd
0.13,A-SRth-gmv
0.14,A-SRtt-gme
0.15,A-SR-gme
0.16,A-SR-gm
0.17,A-SR-gp
0.18,A-SR-gmv
0.19,A-SR-gnl
0.0,P_-MOmi-mgmn
0.01,P_-MOru-mgm
0.02,P_-MO-xmg-m
0.03,P_-MObo-ggbp
0.04,P_-MO-mgg
0.05,P_-MO-mggn
0.06,P_-MO-mgml
0.07,P_-MO-mgmn
0.08,P_-MO-mgmp
0.09,P_-MO-mgms
0.1,P_-MO-mgmu
0.11,P_-MO-mgmz
0.12,P_-MO-mgn
0.13,P_-MO-mgnl
0.14,P_-MO-mgsl
0.15,P_-MO-mgts
0.16,P_-MO-mog
0.17,P_-MOdu-ggp
0.18,P_-MOsc-gm
0.19,P_-MOkb-gm
0.2,P_-MO-gge
0.21,P_-MOka-gmlv
0.22,P_-MO-ggev
0.23,P_-MO-gglb
0.24,P_-MO-gma
0.25,P_-MO-gmal
0.26,P_-MO-gmap
0.27,P_-MO-gmeb
0.28,P_-MO-gmlp
0.29,P_-MO-gml
0.3,P_-MO-gmp
0.31,P_-MO-gmpi
0.32,P_-MO-gmvl
0.33,P_-MO-gp
0.34,P_-MO-gte
0.35,P_-MO-gmw
0.36,P_-MO-gti
0.37,P_-MOer-gmvg
0.0,AP_-HA-xci-sl
0.01,A-FO-xb-s
0.0,P_-TKn-sf
0.01,P_-TKm-sp
0.02,P_-TKa-xs-k
0.03,P_-TKo-stq
0.04,P_-TKk-sf
0.0,P_-TKn-sf
0.01,P_-TKm-sp
0.02,P_-TKa-xs-k
0.03,P_-TKo-stq
0.04,P_-TKk-sf
0.0,P_-TKn-sf
0.01,P_-TKm-sp
0.02,P_-TKa-xs-k
0.03,P_-TKo-stq
0.04,P_-TKk-sf
0.0,P_-TKn-sf
0.01,P_-TKm-sp
0.02,P_-TKa-xs-k
0.03,P_-TKo-stq
0.04,P_-TKk-sf
0.0,P_-TKn-sf
0.01,P_-TKm-sp
0.02,P_-TKa-xs-k
0.03,P_-TKo-stq
0.04,P_-TKk-sf
0.0,P_-WYj-b
0.01,P_-WYd-kd
0.02,P_-WYm-sp
